 ,Label,Mean,Slice
594,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t2,80.88,149
595,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t2,65.49,149
596,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t2,8.75,149
597,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t3,64.04,150
598,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t3,76.91,150
599,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t3,62.33,150
600,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t3,6.98,150
601,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t4,61.54,151
602,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t4,74.58,151
603,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t4,60.46,151
604,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t4,7.15,151
605,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t5,58.41,152
606,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t5,71.29,152
607,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t5,57.56,152
608,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t5,5.80,152
609,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t6,55.57,153
610,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t6,67.96,153
611,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t6,55.25,153
612,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t6,5.35,153
613,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t7,54.99,154
614,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t7,66.73,154
615,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t7,54.63,154
616,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t7,5.94,154
617,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t8,52.10,155
618,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t8,63.56,155
619,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t8,52.06,155
620,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t8,4.96,155
621,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t9,50.25,156
622,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t9,61.51,156
623,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t9,50.71,156
624,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t9,4.77,156
625,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t10,49.10,157
626,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t10,59.23,157
627,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t10,49.38,157
628,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t10,4.48,157
629,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t11,47.92,158
630,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t11,57.79,158
631,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t11,48.56,158
632,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t11,4.47,158
633,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t12,47.82,159
634,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t12,57.31,159
635,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t12,48.33,159
636,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t12,5.31,159
637,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t13,47.05,160
638,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t13,56.18,160
639,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t13,47.58,160
640,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t13,5.28,160
641,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t14,45.54,161
642,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t14,53.96,161
643,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t14,45.99,161
644,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t14,4.16,161
645,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t15,44.98,162
646,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t15,53.02,162
647,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t15,45.34,162
648,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t15,4.35,162
649,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t16,44.99,163
650,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t16,52.70,163
651,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t16,45.41,163
652,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t16,5.43,163
653,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t17,44.98,164
654,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t17,51.97,164
655,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t17,45.14,164
656,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t17,5.28,164
657,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t18,43.38,165
658,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t18,50.21,165
659,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t18,43.35,165
660,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t18,4.26,165
661,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t19,43.18,166
662,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t19,49.76,166
663,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t19,43.54,166
664,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t19,4.34,166
665,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t20,42.90,167
666,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t20,48.95,167
667,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t20,42.96,167
668,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t20,4.28,167
669,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t21,42.70,168
670,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t21,48.45,168
671,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t21,42.69,168
672,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t21,4.24,168
673,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t22,42.92,169
674,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t22,48.31,169
675,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t22,42.70,169
676,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t22,4.33,169
677,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t23,42.80,170
678,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t23,47.72,170
679,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t23,42.51,170
680,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t23,4.45,170
681,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t24,42.55,171
682,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t24,47.21,171
683,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t24,42.11,171
684,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t24,4.21,171
685,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t25,42.52,172
686,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t25,47.01,172
687,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t25,42.02,172
688,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t25,4.49,172
689,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t26,42.79,173
690,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t26,46.78,173
691,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t26,41.94,173
692,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t26,4.41,173
693,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t27,43.30,174
694,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t27,47.10,174
695,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t27,42.47,174
696,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t27,5.29,174
697,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t28,42.44,175
698,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t28,46.11,175
699,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t28,41.77,175
700,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t28,4.50,175
701,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t29,43.37,176
702,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t29,46.80,176
703,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t29,42.60,176
704,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t29,5.54,176
705,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t30,43.65,177
706,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t30,46.87,177
707,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t30,42.50,177
708,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t30,5.32,177
709,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t31,42.98,178
710,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t31,45.97,178
711,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t31,41.95,178
712,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t31,4.46,178
713,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t32,42.67,179
714,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t32,45.49,179
715,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t32,42.10,179
716,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t32,4.52,179
717,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t33,44.24,180
718,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t33,46.90,180
719,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t33,42.78,180
720,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t33,5.30,180
721,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t34,44.14,181
722,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t34,46.85,181
723,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t34,42.94,181
724,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t34,5.37,181
725,210203_LEXY_combined.tif:Cell-01:LEXY-16_w1RFP-BP_t35,44.04,182
726,210203_LEXY_combined.tif:Cell-02:LEXY-16_w1RFP-BP_t35,46.58,182
727,210203_LEXY_combined.tif:Cell-03:LEXY-16_w1RFP-BP_t35,42.73,182
728,210203_LEXY_combined.tif:Cell-04:LEXY-16_w1RFP-BP_t35,5.40,182
